Ticker:,Buy Date:,Seg:,1D inc:,1W inc:,1M inc:,1Y inc:,1W runup:,1M runup:
$ZTS,        05/02/2019,        L,        0.58%,       -1.43%,       0.78%,       23.64%,       1.3%,       1.09%
$AAPL,        05/01/2019,        F,        -0.65%,       -3.62%,       -16.84%,       39.56%,       1.62%,       10.08%
$AMD,        05/01/2019,        I,        5.52%,       1.04%,       2.24%,       95.41%,       -5.8%,       1.71%
$CHGG,        05/01/2019,        I,        3.25%,       4.63%,       7.83%,       23.06%,       -10.88%,       -7.97%
$CVX,        05/01/2019,        L,        -1.21%,       -0.26%,       -3.36%,       -21.91%,       -0.4%,       -5.71%
$DAL,        05/01/2019,        L,        0.84%,       -1.28%,       -9.93%,       -54.69%,       -1.16%,       9.58%
$KSS,        05/01/2019,        L,        0.54%,       -1.75%,       -29.3%,       -73.54%,       -4.8%,       -0.64%
$PANW,        05/01/2019,        L,        0.14%,       -3.2%,       -18.77%,       -20.24%,       1.35%,       2.06%
$W,        05/01/2019,        L,        -7.08%,       -8.96%,       -11.94%,       -24.15%,       7.55%,       9.75%
$AAPL,        04/30/2019,        D,        4.91%,       1.09%,       -11.15%,       43.38%,       -3.28%,       5.64%
$ECL,        04/30/2019,        L,        -0.92%,       -2.43%,       -0.38%,       7.33%,       -0.17%,       4.27%
$EOG,        04/30/2019,        L,        -4.33%,       -4.45%,       -12.59%,       -50.32%,       -9.9%,       0.91%
$FB,        04/30/2019,        D,        -0.19%,       -1.88%,       -5.37%,       0.41%,       5.23%,       16.02%
$M,        04/30/2019,        L,        -0.72%,       -3.19%,       -11.85%,       -74.21%,       -4.5%,       -2.04%
$NCLH,        04/30/2019,        L,        2.86%,       1.42%,       -2.18%,       -70.9%,       -1.59%,       2.6%
$PXD,        04/30/2019,        L,        -5.09%,       -11.11%,       -13.23%,       -46.05%,       -5.27%,       9.31%
$SHOP,        04/30/2019,        I,        0.67%,       6.23%,       13.76%,       162.8%,       8.99%,       17.86%
$TPH,        04/30/2019,        I,        0.92%,       2.07%,       -3.3%,       -6.51%,       -7.84%,       3.24%
$ZBRA,        04/30/2019,        I,        -2.85%,       -4.89%,       -19.57%,       16.02%,       -9.55%,       0.77%
$CGC,        04/29/2019,        L,        -2.9%,       -5.44%,       -18.35%,       -67.83%,       7.83%,       19.97%
$ERIC,        04/29/2019,        D,        -1.1%,       -4.1%,       -2.8%,       -18.28%,       -1.18%,       9.04%
$ETR,        04/29/2019,        L,        2.0%,       1.27%,       0.69%,       4.92%,       1.45%,       -0.66%
$HAS,        04/29/2019,        D,        0.14%,       1.94%,       -4.5%,       -23.46%,       15.45%,       19.64%
$LEVI,        04/29/2019,        L,        -3.36%,       -2.16%,       -8.24%,       -43.29%,       1.62%,       -1.53%
$MPC,        04/29/2019,        L,        -0.2%,       -2.46%,       -19.68%,       -53.39%,       -0.23%,       1.9%
$NVCR,        04/29/2019,        L,        -2.0%,       8.78%,       16.63%,       61.95%,       4.24%,       -6.64%
$QCOM,        04/29/2019,        D,        -1.28%,       1.15%,       -24.63%,       -13.71%,       6.44%,       52.99%
$SWKS,        04/29/2019,        D,        1.59%,       -0.32%,       -21.04%,       15.98%,       -1.67%,       5.24%
$TWLO,        04/29/2019,        L,        0.85%,       -3.08%,       -5.02%,       -23.09%,       6.28%,       5.27%
$ZIXI,        04/29/2019,        L,        2.9%,       31.94%,       18.18%,       -29.04%,       7.61%,       15.12%
$ALGN,        04/25/2019,        I,        7.16%,       9.82%,       2.72%,       -35.31%,       5.42%,       8.19%
$CNC,        04/25/2019,        I,        4.78%,       2.77%,       11.67%,       40.51%,       4.21%,       -8.42%
$DXCM,        04/25/2019,        L,        5.12%,       1.9%,       2.19%,       181.44%,       3.35%,       -2.34%
$HCA,        04/25/2019,        L,        0.79%,       0.77%,       -1.22%,       -13.43%,       8.09%,       -4.0%
$MLHR,        04/25/2019,        L,        1.14%,       -0.23%,       -2.62%,       -48.63%,       1.9%,       9.95%
$SKT,        04/25/2019,        L,        0.95%,       -3.23%,       -5.99%,       -70.13%,       -0.68%,       -9.79%
$SRPT,        04/25/2019,        L,        0.82%,       -3.3%,       2.2%,       1.09%,       3.07%,       -1.46%
$TNDM,        04/25/2019,        L,        5.54%,       4.32%,       9.03%,       23.5%,       10.57%,       -12.63%
$TSCO,        04/25/2019,        L,        0.07%,       -1.93%,       -4.63%,       -2.93%,       1.91%,       10.66%
$AAPL,        04/24/2019,        D,        -0.91%,       1.62%,       -13.61%,       32.76%,       1.98%,       9.76%
$CL,        04/24/2019,        L,        -0.25%,       3.53%,       3.4%,       3.44%,       0.26%,       3.92%
$DIS,        04/24/2019,        D,        1.58%,       0.95%,       -1.71%,       -25.24%,       2.54%,       25.34%
$DPZ,        04/24/2019,        I,        -2.46%,       -4.22%,       -0.29%,       30.42%,       6.85%,       16.85%
$EL,        04/24/2019,        L,        -0.02%,       -0.07%,       -3.09%,       -4.5%,       0.52%,       6.53%
$FB,        04/24/2019,        D,        5.85%,       5.72%,       -0.83%,       1.4%,       2.13%,       9.8%
$LRCX,        04/24/2019,        D,        4.93%,       4.36%,       -6.93%,       35.06%,       -0.43%,       9.13%
$NOW,        04/24/2019,        I,        7.41%,       11.41%,       10.82%,       22.5%,       2.74%,       0.41%
$PG,        04/24/2019,        L,        -0.4%,       1.2%,       2.89%,       15.15%,       -2.04%,       1.7%
$TXN,        04/24/2019,        D,        -1.06%,       -1.81%,       -11.29%,       -6.73%,       2.45%,       10.57%
$ZUO,        04/24/2019,        I,        6.03%,       6.63%,       6.48%,       -52.27%,       2.56%,       -1.67%
$AAPL,        04/23/2019,        D,        -0.15%,       -3.28%,       -13.41%,       33.07%,       4.13%,       8.6%
$AEP,        04/23/2019,        L,        0.54%,       2.37%,       5.52%,       1.71%,       0.63%,       -1.84%
$ALGN,        04/23/2019,        L,        0.34%,       9.66%,       3.98%,       -35.82%,       2.67%,       9.81%
$BABA,        04/23/2019,        L,        -0.86%,       -0.92%,       -16.71%,       12.1%,       0.81%,       6.26%
$CGC,        04/23/2019,        L,        2.02%,       6.56%,       -6.01%,       -68.32%,       13.75%,       6.83%
$D,        04/23/2019,        L,        1.11%,       3.21%,       3.45%,       4.36%,       0.44%,       -0.09%
$GOLD,        04/23/2019,        L,        0.16%,       -0.7%,       -6.64%,       106.71%,       -3.61%,       -6.29%
$HAS,        04/23/2019,        I,        2.51%,       1.2%,       -2.7%,       -26.33%,       12.23%,       20.52%
$JNJ,        04/23/2019,        L,        -0.5%,       0.93%,       -0.08%,       9.36%,       1.36%,       2.18%
$KKR,        04/23/2019,        L,        0.21%,       2.82%,       1.09%,       -6.77%,       -0.34%,       0.51%
$KMX,        04/23/2019,        L,        -0.06%,       0.67%,       -0.72%,       -16.07%,       1.84%,       25.49%
$KSS,        04/23/2019,        D,        -2.91%,       -5.8%,       -32.23%,       -79.61%,       7.09%,       12.61%
$NEE,        04/23/2019,        L,        0.14%,       2.45%,       7.24%,       30.23%,       0.14%,       -2.13%
$PEP,        04/23/2019,        F,        -0.13%,       0.76%,       2.27%,       4.35%,       3.82%,       5.28%
$QCOM,        04/23/2019,        D,        0.13%,       -0.68%,       -21.29%,       -13.88%,       23.09%,       52.62%
$TWTR,        04/23/2019,        D,        -1.21%,       0.35%,       -6.49%,       -28.49%,       15.41%,       20.44%
$AB,        04/18/2019,        L,        -0.73%,       -2.97%,       -4.11%,       -31.31%,       2.15%,       3.06%
$ABMD,        04/18/2019,        L,        1.7%,       4.51%,       -1.55%,       -35.29%,       -5.64%,       -24.4%
$C,        04/18/2019,        D,        -0.83%,       -1.35%,       -6.76%,       -34.76%,       5.7%,       6.16%
$CVX,        04/18/2019,        D,        1.7%,       -1.64%,       0.82%,       -27.27%,       -4.87%,       -4.33%
$DPZ,        04/18/2019,        D,        -0.6%,       3.3%,       6.45%,       35.63%,       4.72%,       7.58%
$EW,        04/18/2019,        L,        0.57%,       -0.02%,       -2.53%,       28.86%,       -6.88%,       -6.39%
$FB,        04/18/2019,        D,        1.77%,       8.4%,       2.49%,       0.54%,       0.43%,       10.34%
$FIVE,        04/18/2019,        I,        0.11%,       2.72%,       -8.63%,       -38.96%,       6.07%,       20.02%
$FNKO,        04/18/2019,        L,        -1.64%,       2.18%,       11.09%,       -79.89%,       -9.42%,       -11.87%
$GS,        04/18/2019,        D,        -0.64%,       -2.19%,       -4.21%,       -10.89%,       1.52%,       2.38%
$HON,        04/18/2019,        D,        -0.49%,       0.8%,       -0.26%,       -18.18%,       5.07%,       7.52%
$JPM,        04/18/2019,        D,        0.12%,       0.13%,       -1.86%,       -16.11%,       6.81%,       6.24%
$MRNA,        04/18/2019,        L,        4.98%,       14.35%,       0.4%,       108.13%,       -12.51%,       10.61%
$MRVL,        04/18/2019,        L,        -0.04%,       2.21%,       -12.52%,       4.47%,       9.76%,       22.84%
$MS,        04/18/2019,        D,        -0.55%,       -0.55%,       -7.74%,       -17.79%,       6.14%,       8.19%
$MSFT,        04/18/2019,        D,        0.32%,       4.69%,       2.31%,       44.77%,       2.53%,       4.86%
$PEP,        04/18/2019,        L,        -0.51%,       -0.76%,       2.28%,       8.23%,       4.45%,       7.62%
$PG,        04/18/2019,        D,        -0.04%,       -2.61%,       1.21%,       17.58%,       1.24%,       4.07%
$PYPL,        04/18/2019,        D,        -0.51%,       2.66%,       4.46%,       4.18%,       0.85%,       5.73%
$SBUX,        04/18/2019,        D,        -0.87%,       1.38%,       0.79%,       1.37%,       0.25%,       6.56%
$UNH,        04/18/2019,        D,        2.42%,       4.08%,       10.93%,       31.03%,       -5.81%,       -13.76%
$UTX,        04/18/2019,        D,        --%,       --%,       --%,       --%,       --%,       --%
$XOM,        04/18/2019,        D,        2.18%,       1.34%,       -6.45%,       -46.73%,       -1.0%,       0.32%
$AMD,        04/17/2019,        L,        0.69%,       3.53%,       0.04%,       107.17%,       -1.22%,       18.24%
$APA,        04/17/2019,        D,        -2.63%,       -3.69%,       -17.45%,       -79.67%,       3.14%,       5.23%
$BHC,        04/17/2019,        L,        0.35%,       -0.17%,       8.72%,       -26.59%,       -11.75%,       -6.07%
$CXO,        04/17/2019,        D,        2.1%,       5.79%,       -1.44%,       -59.84%,       6.32%,       6.83%
$DOW,        04/17/2019,        D,        -0.94%,       -4.01%,       -12.89%,       -45.76%,       4.68%,       --%
$DWDP,        04/17/2019,        D,        --%,       --%,       --%,       --%,       --%,       --%
$F,        04/17/2019,        D,        0.53%,       0.74%,       8.32%,       -48.0%,       1.82%,       10.85%
$FHN,        04/17/2019,        I,        -1.13%,       0.27%,       -5.07%,       -51.94%,       3.6%,       -1.71%
$LEN,        04/17/2019,        D,        1.93%,       1.39%,       2.35%,       -21.21%,       2.1%,       8.46%
$NFLX,        04/17/2019,        F,        1.58%,       5.49%,       -0.08%,       23.8%,       -2.52%,       -2.39%
$NVDA,        04/17/2019,        L,        -0.53%,       2.07%,       -16.42%,       57.35%,       -2.5%,       10.86%
$PE,        04/17/2019,        D,        2.16%,       3.17%,       -1.15%,       -69.93%,       12.4%,       13.69%
$PXD,        04/17/2019,        D,        1.19%,       -0.36%,       -10.83%,       -58.9%,       14.96%,       24.84%
$BA,        04/16/2019,        D,        -1.1%,       -2.02%,       -7.31%,       -61.76%,       3.44%,       0.72%
$DWDP,        04/16/2019,        D,        --%,       --%,       --%,       --%,       --%,       --%
$FB,        04/16/2019,        D,        -0.05%,       2.75%,       4.54%,       -1.06%,       0.73%,       7.77%
$FIVE,        04/16/2019,        D,        1.42%,       4.17%,       -7.65%,       -41.28%,       9.85%,       17.82%
$HD,        04/16/2019,        D,        1.02%,       0.77%,       -5.91%,       -2.93%,       1.78%,       12.2%
$IBM,        04/16/2019,        I,        -4.15%,       -3.24%,       -6.38%,       -18.22%,       2.13%,       4.1%
$MU,        04/16/2019,        D,        0.91%,       0.02%,       -12.75%,       8.58%,       2.49%,       8.14%
$NKE,        04/16/2019,        D,        1.06%,       -0.42%,       -4.01%,       -3.14%,       4.18%,       1.15%
$ROK,        04/16/2019,        L,        0.38%,       1.0%,       -13.11%,       -15.26%,       2.79%,       4.6%
$SAN,        04/16/2019,        I,        1.95%,       -1.17%,       -9.77%,       -57.62%,       4.92%,       3.85%
$VZ,        04/16/2019,        L,        -1.72%,       -2.79%,       -2.4%,       -3.16%,       0.67%,       0.69%
$WDC,        04/16/2019,        D,        0.29%,       0.29%,       -16.95%,       -21.44%,       8.34%,       12.87%
$AVGO,        04/15/2019,        L,        0.66%,       -0.44%,       -3.8%,       -15.41%,       3.91%,       8.99%
$CAG,        04/15/2019,        I,        0.03%,       2.66%,       -3.59%,       10.84%,       6.29%,       30.27%
$CDNS,        04/15/2019,        L,        -0.55%,       -1.31%,       5.66%,       17.32%,       1.69%,       6.67%
$CVX,        04/15/2019,        I,        0.86%,       1.46%,       1.66%,       -29.57%,       -5.16%,       -4.13%
$DHI,        04/15/2019,        L,        0.59%,       0.53%,       -3.02%,       -11.58%,       3.94%,       11.43%
$GOLF,        04/15/2019,        F,        1.88%,       4.84%,       2.13%,       -2.09%,       2.0%,       0.97%
$LEN,        04/15/2019,        L,        0.51%,       1.86%,       3.48%,       -15.88%,       -0.31%,       7.14%
$NCLH,        04/15/2019,        L,        1.52%,       -3.53%,       -3.31%,       -78.95%,       2.41%,       5.62%
$WMT,        04/15/2019,        L,        0.49%,       -0.06%,       -2.49%,       25.94%,       3.22%,       4.07%
$BMY,        04/12/2019,        I,        2.04%,       -0.72%,       0.72%,       29.3%,       -2.29%,       -10.59%
$BURL,        04/12/2019,        D,        1.09%,       1.15%,       -1.57%,       4.89%,       1.26%,       10.47%
$COG,        04/12/2019,        L,        0.22%,       -4.14%,       -5.35%,       -30.48%,       4.32%,       5.08%
$CSX,        04/12/2019,        L,        -1.03%,       2.82%,       0.14%,       -19.68%,       3.01%,       3.64%
$DG,        04/12/2019,        D,        1.2%,       0.96%,       -3.37%,       40.19%,       -0.16%,       1.41%
$FIVE,        04/12/2019,        D,        0.5%,       5.06%,       -5.32%,       -40.9%,       7.62%,       15.44%
$KSS,        04/12/2019,        D,        0.26%,       -3.27%,       -7.64%,       -73.05%,       -3.15%,       1.66%
$LULU,        04/12/2019,        D,        1.25%,       1.85%,       -1.36%,       17.3%,       0.3%,       16.83%
$NKE,        04/12/2019,        D,        0.68%,       1.3%,       -4.3%,       -2.06%,       0.98%,       0.36%
$OLLI,        04/12/2019,        D,        2.82%,       1.69%,       7.29%,       -40.16%,       1.06%,       12.86%
$PYPL,        04/12/2019,        L,        -0.31%,       -1.54%,       -1.52%,       -2.3%,       2.6%,       9.23%
$SQ,        04/12/2019,        L,        -1.18%,       -3.59%,       -17.12%,       -21.07%,       0.33%,       -3.3%
$M,        04/11/2019,        I,        -0.16%,       3.13%,       -11.27%,       -74.67%,       -6.43%,       2.1%
$MS,        04/11/2019,        D,        4.22%,       6.14%,       -1.38%,       -11.65%,       -0.29%,       6.59%
$PANW,        04/11/2019,        L,        -0.52%,       -4.26%,       -8.71%,       -25.6%,       3.74%,       2.38%
$SPOT,        04/11/2019,        L,        2.22%,       -1.52%,       -6.64%,       -8.44%,       1.09%,       -2.43%
$WFC,        04/11/2019,        D,        -2.62%,       -0.34%,       -2.95%,       -34.16%,       -2.91%,       -3.85%
$CGC,        04/10/2019,        L,        -5.05%,       1.52%,       12.49%,       -65.48%,       -2.7%,       -8.26%
$CRON,        04/10/2019,        L,        -6.49%,       -11.65%,       -14.54%,       -67.87%,       -0.77%,       -13.86%
$DIS,        04/10/2019,        F,        -0.48%,       12.45%,       14.41%,       -10.81%,       4.12%,       2.1%
$KSS,        04/10/2019,        I,        -1.89%,       -2.35%,       -6.22%,       -72.16%,       0.7%,       2.82%
$OLLI,        04/10/2019,        I,        0.2%,       2.54%,       11.38%,       -39.57%,       5.83%,       12.23%
$TNDM,        04/10/2019,        L,        -0.11%,       -14.34%,       0.08%,       5.1%,       4.23%,       -1.09%
$YETI,        04/10/2019,        L,        5.96%,       5.99%,       -3.97%,       -22.85%,       0.2%,       25.05%
$HASI,        04/09/2019,        I,        2.23%,       1.52%,       3.4%,       -13.02%,       0.83%,       1.03%
$MCD,        04/09/2019,        L,        -0.45%,       0.85%,       4.02%,       -6.62%,       0.92%,       5.89%
$MRNA,        04/09/2019,        L,        -0.07%,       -11.33%,       -13.27%,       20.88%,       36.14%,       28.14%
$TWLO,        04/09/2019,        L,        2.05%,       3.15%,       8.5%,       -25.24%,       -5.46%,       5.05%
$AVT,        04/08/2019,        L,        -1.51%,       1.56%,       -1.95%,       -41.63%,       4.33%,       9.57%
$CBT,        04/08/2019,        L,        -1.83%,       2.05%,       3.26%,       -38.56%,       5.73%,       3.75%
$FDX,        04/08/2019,        D,        -0.75%,       2.51%,       -6.24%,       -39.41%,       2.64%,       11.41%
$MMM,        04/08/2019,        D,        -1.42%,       0.38%,       -16.94%,       -32.75%,       1.45%,       7.03%
$NVDA,        04/08/2019,        D,        -1.32%,       -3.7%,       -9.32%,       35.06%,       5.22%,       27.32%
$NVO,        04/08/2019,        L,        -0.39%,       -1.95%,       -5.74%,       13.98%,       -1.48%,       3.38%
$OLLI,        04/08/2019,        L,        0.17%,       4.26%,       10.12%,       -42.29%,       3.7%,       11.82%
$TWOU,        04/08/2019,        I,        -2.14%,       -4.09%,       -33.84%,       -69.78%,       -6.04%,       0.28%
$ALDR,        04/05/2019,        I,        --%,       --%,       --%,       --%,       --%,       --%
$BURL,        04/05/2019,        F,        0.49%,       1.26%,       10.0%,       1.76%,       -0.14%,       -6.41%
$DIS,        04/05/2019,        D,        -0.03%,       13.1%,       17.39%,       -13.41%,       3.58%,       0.13%
$FRT,        04/05/2019,        L,        -0.73%,       -0.58%,       -4.39%,       -47.7%,       0.78%,       4.63%
$JPM,        04/05/2019,        D,        0.32%,       5.6%,       9.29%,       -15.05%,       4.03%,       1.53%
$MKTX,        04/05/2019,        D,        1.67%,       2.35%,       14.4%,       57.17%,       3.17%,       10.14%
$PANW,        04/05/2019,        L,        0.01%,       2.43%,       3.76%,       -28.26%,       -1.66%,       1.88%
$ROKU,        04/05/2019,        L,        -4.21%,       -10.88%,       3.71%,       41.15%,       -1.72%,       -11.81%
$TGTX,        04/05/2019,        L,        -1.06%,       -4.49%,       -0.24%,       12.87%,       5.35%,       35.52%
$TW,        04/05/2019,        F,        7.22%,       14.46%,       10.03%,       31.52%,       --%,       --%
$WDFC,        04/05/2019,        D,        0.56%,       -1.46%,       -0.24%,       5.51%,       -0.38%,       -4.12%
$ADBE,        04/04/2019,        D,        -0.16%,       1.5%,       5.89%,       9.6%,       1.65%,       4.08%
$APC,        04/04/2019,        L,        --%,       --%,       --%,       --%,       --%,       --%
$BABA,        04/04/2019,        L,        2.36%,       2.16%,       3.96%,       3.34%,       1.88%,       -2.12%
$BIDU,        04/04/2019,        L,        1.35%,       -4.43%,       -8.17%,       -45.74%,       9.15%,       6.79%
$CPRI,        04/04/2019,        D,        -2.47%,       -2.53%,       -11.36%,       -82.7%,       5.7%,       9.17%
$CRM,        04/04/2019,        D,        0.03%,       1.39%,       2.51%,       -15.27%,       2.15%,       0.99%
$GRUB,        04/04/2019,        I,        1.3%,       -1.24%,       1.18%,       -51.23%,       4.94%,       -11.49%
$INTU,        04/04/2019,        F,        -0.35%,       -1.16%,       -5.39%,       -16.84%,       1.32%,       6.29%
$JPM,        04/04/2019,        L,        -0.24%,       0.63%,       9.03%,       -20.38%,       4.82%,       1.39%
$LULU,        04/04/2019,        D,        -1.17%,       -1.97%,       3.69%,       5.77%,       2.29%,       15.09%
$NKE,        04/04/2019,        D,        0.14%,       -0.33%,       -2.01%,       -7.53%,       1.48%,       -0.19%
$NOW,        04/04/2019,        D,        -0.02%,       3.69%,       13.8%,       5.29%,       -2.59%,       0.44%
$OKTA,        04/04/2019,        L,        1.69%,       11.28%,       26.23%,       39.29%,       5.02%,       6.59%
$PVH,        04/04/2019,        D,        -0.96%,       -1.23%,       -3.51%,       -75.88%,       0.97%,       15.52%
$SPLK,        04/04/2019,        D,        2.18%,       7.49%,       7.26%,       -18.9%,       3.38%,       0.51%
$STZ,        04/04/2019,        I,        0.97%,       -0.15%,       9.9%,       -30.96%,       10.99%,       14.32%
$VFC,        04/04/2019,        L,        -0.42%,       -0.28%,       4.81%,       -42.03%,       2.74%,       4.72%
$VMW,        04/04/2019,        D,        2.43%,       6.09%,       11.69%,       -35.51%,       1.9%,       5.04%
$WDAY,        04/04/2019,        D,        0.44%,       5.61%,       9.44%,       -37.41%,       -2.49%,       1.93%
$AAPL,        04/03/2019,        D,        0.17%,       2.7%,       8.4%,       25.38%,       3.65%,       11.09%
$AMD,        04/03/2019,        D,        0.24%,       -4.1%,       -2.76%,       53.31%,       16.59%,       24.18%
$CRM,        04/03/2019,        L,        -2.52%,       -1.46%,       0.44%,       -17.4%,       4.83%,       2.6%
$D,        04/03/2019,        I,        -0.08%,       -1.47%,       -0.22%,       -7.67%,       0.16%,       2.25%
$GIS,        04/03/2019,        F,        -0.06%,       2.51%,       1.77%,       9.13%,       -1.97%,       7.5%
$HD,        04/03/2019,        D,        0.93%,       0.41%,       0.98%,       -8.71%,       4.95%,       8.05%
$LRCX,        04/03/2019,        D,        -0.27%,       -0.37%,       8.48%,       15.16%,       7.82%,       7.75%
$MU,        04/03/2019,        D,        -2.3%,       -3.94%,       -1.3%,       -6.4%,       11.9%,       6.92%
$ON,        04/03/2019,        L,        0.27%,       2.77%,       5.14%,       -49.62%,       8.8%,       2.05%
$SJM,        04/03/2019,        F,        0.3%,       3.23%,       7.11%,       -4.4%,       0.38%,       12.48%
$VTR,        04/03/2019,        L,        -0.65%,       -0.33%,       -0.53%,       -63.37%,       -2.29%,       0.26%
$DOW,        04/02/2019,        F,        1.12%,       0.04%,       -6.31%,       -51.93%,       15.15%,       --%
$MA,        04/02/2019,        L,        -0.14%,       -1.4%,       3.31%,       -4.45%,       2.56%,       5.28%
$NUE,        04/02/2019,        L,        1.83%,       -1.09%,       -6.03%,       -39.65%,       4.48%,       -1.46%
$RH,        04/02/2019,        F,        5.32%,       9.89%,       8.0%,       -12.46%,       -22.44%,       -35.18%
$YEXT,        04/02/2019,        I,        -0.14%,       -2.32%,       -1.73%,       -56.2%,       3.97%,       14.22%
$AAPL,        04/01/2019,        D,        1.45%,       4.63%,       10.08%,       32.97%,       1.32%,       9.3%
$CSCO,        04/01/2019,        D,        0.56%,       0.93%,       1.09%,       -28.5%,       4.27%,       6.94%
$FB,        04/01/2019,        L,        3.26%,       3.69%,       14.42%,       -1.13%,       1.45%,       3.96%
$FTV,        04/01/2019,        L,        0.72%,       2.19%,       0.36%,       -35.12%,       2.99%,       3.04%
$GS,        04/01/2019,        D,        0.39%,       2.95%,       4.06%,       -21.42%,       4.37%,       -0.74%
$IBM,        04/01/2019,        D,        -0.21%,       0.06%,       -1.91%,       -22.59%,       2.96%,       2.95%
$MS,        04/01/2019,        D,        0.39%,       3.33%,       9.28%,       -21.89%,       5.53%,       2.42%
$NDAQ,        04/01/2019,        D,        0.69%,       0.41%,       4.43%,       7.41%,       4.11%,       -3.9%
$UTX,        04/01/2019,        D,        --%,       --%,       --%,       --%,       --%,       --%
$VTR,        04/01/2019,        L,        0.55%,       -1.66%,       -3.38%,       -57.64%,       -2.23%,       1.56%
$WSM,        04/01/2019,        L,        1.09%,       5.49%,       -2.93%,       -25.43%,       -1.59%,       -3.11%
$XOM,        04/01/2019,        D,        -0.43%,       1.55%,       -3.74%,       -53.54%,       2.26%,       2.16%
$ABMD,        03/29/2019,        L,        -2.74%,       -0.24%,       -4.06%,       -47.83%,       -11.64%,       -15.05%
$AMT,        03/29/2019,        L,        -2.31%,       -0.66%,       -2.34%,       17.01%,       1.76%,       13.78%
$DELL,        03/29/2019,        L,        2.96%,       5.98%,       11.69%,       -32.19%,       -1.44%,       4.34%
$EW,        03/29/2019,        L,        -0.7%,       -1.58%,       -8.89%,       2.47%,       1.24%,       13.49%
$LVS,        03/29/2019,        L,        3.92%,       8.14%,       11.66%,       -28.66%,       2.33%,       -0.77%
$LYFT,        03/29/2019,        D,        -11.85%,       -4.9%,       -22.61%,       -65.62%,       --%,       --%
$MRVL,        03/29/2019,        L,        1.81%,       7.09%,       26.4%,       14.13%,       0.91%,       0.91%
$PAYX,        03/29/2019,        L,        0.91%,       0.67%,       4.25%,       -19.68%,       2.24%,       4.81%
$PENN,        03/29/2019,        L,        1.74%,       6.32%,       9.55%,       -41.99%,       -0.45%,       -20.8%
$SHOP,        03/29/2019,        D,        -0.28%,       -4.83%,       9.28%,       108.3%,       3.96%,       9.21%
$TWLO,        03/29/2019,        D,        -1.17%,       -5.23%,       5.27%,       -24.91%,       -0.27%,       8.14%
$VZ,        03/29/2019,        L,        -0.07%,       -0.07%,       -3.87%,       -7.37%,       -1.05%,       4.25%
$AAPL,        03/28/2019,        D,        0.65%,       3.69%,       8.42%,       31.27%,       -3.27%,       8.25%
$BR,        03/28/2019,        I,        0.96%,       4.52%,       14.67%,       -10.84%,       -0.08%,       1.82%
$FIVE,        03/28/2019,        D,        -4.28%,       -5.88%,       13.64%,       -44.97%,       9.41%,       8.36%
$GS,        03/28/2019,        D,        0.42%,       5.78%,       8.23%,       -17.18%,       -1.75%,       -3.88%
$LLY,        03/28/2019,        L,        0.63%,       -2.59%,       -7.25%,       4.0%,       0.5%,       3.43%
$LULU,        03/28/2019,        D,        -2.19%,       2.29%,       5.94%,       12.71%,       12.51%,       10.97%
$MDLZ,        03/28/2019,        F,        1.16%,       0.61%,       2.39%,       -2.96%,       0.96%,       4.05%
$PVH,        03/28/2019,        D,        -4.17%,       0.97%,       2.66%,       -70.14%,       17.09%,       9.97%
$SHOP,        03/28/2019,        L,        1.56%,       -4.28%,       10.98%,       107.24%,       -0.76%,       9.96%
$SPLK,        03/28/2019,        L,        2.27%,       3.38%,       13.99%,       2.4%,       -8.03%,       -10.4%
$VTR,        03/28/2019,        L,        -2.21%,       -4.37%,       -8.2%,       -53.43%,       2.42%,       3.37%
$AWK,        03/27/2019,        L,        -1.46%,       -1.74%,       0.95%,       12.7%,       1.13%,       4.95%
$C,        03/27/2019,        F,        2.06%,       7.13%,       14.46%,       -24.22%,       -5.55%,       -5.89%
$CNC,        03/27/2019,        I,        1.34%,       2.4%,       0.98%,       11.86%,       -11.18%,       -18.59%
$PAYX,        03/27/2019,        I,        -0.26%,       2.3%,       5.72%,       -17.16%,       1.06%,       4.51%
$PVH,        03/27/2019,        I,        14.76%,       12.26%,       18.15%,       -64.8%,       3.55%,       -4.26%
$SVMK,        03/27/2019,        L,        4.71%,       6.59%,       4.35%,       -17.41%,       12.36%,       29.77%
$TMUS,        03/27/2019,        L,        -4.28%,       -4.49%,       0.94%,       17.15%,       0.25%,       -1.11%
$BX,        03/26/2019,        L,        -0.29%,       0.35%,       16.31%,       24.08%,       -1.57%,       2.56%
$EA,        03/26/2019,        F,        -1.61%,       -1.45%,       -9.13%,       -12.39%,       4.93%,       6.67%
$FIVN,        03/26/2019,        I,        -3.69%,       -2.96%,       -4.41%,       29.37%,       -1.96%,       1.89%
$MPC,        03/26/2019,        L,        0.37%,       -3.29%,       -2.11%,       -65.93%,       -0.11%,       -4.71%
$YETI,        03/26/2019,        L,        5.96%,       -0.26%,       8.53%,       -30.59%,       4.95%,       25.58%
$AAPL,        03/25/2019,        F,        -1.03%,       1.32%,       9.76%,       30.8%,       0.38%,       9.12%
$BMY,        03/25/2019,        L,        1.79%,       -0.84%,       -6.04%,       3.68%,       -4.75%,       -6.85%
$DRI,        03/25/2019,        F,        0.33%,       1.49%,       -0.66%,       -54.6%,       6.86%,       6.22%
$NKE,        03/25/2019,        F,        1.28%,       3.52%,       7.36%,       -12.15%,       -6.25%,       -2.87%
